id	filename	md5	size	state
8db0d36f-49e8-4f9d-b003-1c53e33c9a5a	nationwidechildrens.org_clinical.TCGA-A5-A0GD.xml	256431ee76927915740d0e76343aa4b7	41544	released
207b4b79-84f9-4999-9c1f-10a46a4bcb9b	nationwidechildrens.org_clinical.TCGA-AP-A0LH.xml	9e0c6ffff207820d89a7ee00fccd4523	61824	released
32e82885-b4f9-4185-94af-5587c67b64d5	nationwidechildrens.org_clinical.TCGA-BG-A187.xml	720e7b906236f898fa23bdb3d4e483c0	32641	released
58eb1234-e255-4851-aae4-aac934892367	nationwidechildrens.org_clinical.TCGA-AX-A3GI.xml	a34aac44d10cd4a1335a51ed4a1ddcfb	32256	released
d064d1f7-4bf7-4ede-94e9-c6f7c24cfb26	nationwidechildrens.org_clinical.TCGA-D1-A1NY.xml	07e602fd756bf3227a45bd2ca6761d5a	50543	released
362e843c-e38b-4c25-8c20-e55baab97889	nationwidechildrens.org_clinical.TCGA-BG-A0W1.xml	dc22adcff573b999c520ec3e049aa5fc	32699	released
4206fb23-a335-4749-ac92-843677b0cb2b	nationwidechildrens.org_clinical.TCGA-AX-A1CF.xml	d915b9c125da2dd8c0c0dec7f7dddc46	54616	released
bb082fe9-ecd3-4708-b6f8-ad1533400a94	nationwidechildrens.org_clinical.TCGA-EO-A22X.xml	e8822aa83e18629fed50aac857a8eb30	63994	released
1093aba0-f431-4070-bf4b-78f09faab5ab	nationwidechildrens.org_clinical.TCGA-AJ-A6NU.xml	50d4974b4267fac2307d1cd0fb15db99	36784	released
7d828d50-0151-4c40-b7a4-f5802b05481d	nationwidechildrens.org_clinical.TCGA-B5-A0K7.xml	258389060c3f9023cb053c73dec61a86	47843	released
00972dd8-1640-4b02-936c-0ff09a3bb8a2	nationwidechildrens.org_clinical.TCGA-BG-A222.xml	da9c10565af57dc48c22b9a466564a86	32705	released
214f5581-215a-494c-b901-d9c1ea0e14f2	nationwidechildrens.org_clinical.TCGA-DF-A2KZ.xml	502b0b9a8792ab37bfd74d8cb4ba8e12	26679	released
77ef8134-a50a-474d-a22a-291af5cb7dfa	nationwidechildrens.org_clinical.TCGA-D1-A167.xml	fe6614874851db628d6f6b5d73bfc730	37953	released
8617b9d8-5bae-49e2-b114-5a6648c43252	nationwidechildrens.org_clinical.TCGA-BG-A0VV.xml	286ff5a7ad8eb323ad0cea71bad2d93f	42528	released
e205b369-a810-4862-a19d-e4caecc892fe	nationwidechildrens.org_clinical.TCGA-AJ-A3BF.xml	7cabc65468eb2b0439a1c2812ce3b84f	69227	released
bf69c1ec-f083-4a9c-a1b6-62a0e933be1a	nationwidechildrens.org_clinical.TCGA-D1-A17K.xml	4d65ea41fa3bf8f357d34e0453eaa679	33304	released
c87901da-dd76-4a39-9600-c638729d3c0f	nationwidechildrens.org_clinical.TCGA-AJ-A3BI.xml	c9e13e10cd74d9ccff0df17cc345eb34	44855	released
7f323346-a1fb-4c17-92d9-b8dfaa4111d4	nationwidechildrens.org_clinical.TCGA-AX-A2HC.xml	b468caba289370cbb2fe393460ae5ad9	49316	released
e5f045df-324f-4480-abfe-971eab2db767	nationwidechildrens.org_clinical.TCGA-B5-A1MZ.xml	94407089309a582f22d48ded60c73cb8	42821	released
728eb37b-26a0-4760-9ec0-9e0cc2e2314d	nationwidechildrens.org_clinical.TCGA-EO-A22S.xml	df0ddafb1b2f69cb6d2d4e8ac754d7ea	37545	released
d9a521a8-2585-4f58-9502-206bcd7887dc	nationwidechildrens.org_clinical.TCGA-D1-A17R.xml	89b04d3c9b0996e2bfa1af2fe1c82a5a	32885	released
0b939bf4-60ca-4bbb-861e-2f728181efbb	nationwidechildrens.org_clinical.TCGA-FI-A2D6.xml	93b92370bd6e00ec8d00e11b15752839	42326	released
0bfa130c-234e-4924-9c1b-e4d814c32739	nationwidechildrens.org_clinical.TCGA-D1-A16V.xml	564ad5810285bb586d4a7a91c0d80c61	32888	released
23e24bd0-853e-4dfb-82eb-34f15b944fad	nationwidechildrens.org_clinical.TCGA-BG-A0VX.xml	f99c55b65e24ce92893cce87dff98c88	37317	released
1c7a311f-35ea-4eee-bec3-aed44a14ab51	nationwidechildrens.org_clinical.TCGA-AX-A3FS.xml	27deeb81d0ddbf5219919b5d6be24fd9	32431	released
7f075976-a1b8-4bee-b1d5-29ea6c088536	nationwidechildrens.org_clinical.TCGA-EO-A3AU.xml	6f38ae87938f202a0ef536d43c53b608	43345	released
c689ef11-5d74-44a2-bb1a-f773734773e7	nationwidechildrens.org_clinical.TCGA-KP-A3W0.xml	e57c32b1c29552583b62e9911deffbc2	26749	released
392c9887-1771-48a5-b362-b1e97020a0c7	nationwidechildrens.org_clinical.TCGA-B5-A11N.xml	90c0f375d231d094bc4c8b16ce117fe6	42516	released
